the impact of covid-19 is risible	30	NoArgument	Never before in the history of modern public health had a government placed an entire city in quarantine by imposing a cordon sanitaire around it.
the impact of covid-19 is risible	31	NoArgument	That lock down was quickly extended to other China cities to the extent that, for the past weeks, a major part of the world’s second largest national economy has shut down.
the impact of covid-19 is risible	32	NoArgument	That in turn is impacting the global economy.
the impact of covid-19 is risible	33	NoArgument	What is being done in city after city and country after country is cancellation of major events where many people come together.
the impact of covid-19 is risible	34	NoArgument	This has included the Venice Carnival, major sports events, trade shows in Switzerland and elsewhere being canceled.
the impact of covid-19 is risible	35	NoArgument	Major airlines are being financially devastated as people around the world cancel holiday flights, as are cruise ship lines.
the impact of covid-19 is risible	36	NoArgument	China orders burning of cash notes claiming they might be contaminated.
the impact of covid-19 is risible	37	NoArgument	The French Louvre reopens but does not accept cash, only cards, as paper might be contaminated.
the impact of covid-19 is risible	38	NoArgument	WHO warns about paper money contagion risk.
the impact of covid-19 is risible	39	NoArgument	Countries are introducing laws such as in the UK allowing legal detention of citizens who might have a virus.
the impact of covid-19 is risible	40	NoArgument	Growing media promotion in the West of shop shelves bare of everyday essentials such as rice, pasta, toilet paper is feeding panic buying everywhere.
the impact of covid-19 is risible	41	NoArgument	It is important to have a perspective on the apparent deaths provably due to COVID-19.
the impact of covid-19 is risible	42	NoArgument	Here facts become very imprecise.
the impact of covid-19 is risible	43	NoArgument	The NBA season is suspended after Utah Jazz player Rudy Gobert tested positive for COVID-19.
the impact of covid-19 is risible	44	Argument_against	The outbreak of the COVID-19 coronavirus has prompted a number of local, national and industry authorities to order the cancellation of numerous major events, over fears of large numbers of people held in one place and remaining in close contact for extended periods of time and the economic fallout from these crisis management measures will be immense.
the impact of covid-19 is risible	45	NoArgument	“We must sadly confirm the rescheduling of Coachella and Stagecoach due to COVID-19 concerns” the statement said.
the impact of covid-19 is risible	46	Argument_against	“We are being told that being part of large gatherings is high on the list of things to avoid as this global health crisis is now beginning to affect all of our lives,” wrote the Black singer, who did not explicitly name COVID-19 in the lengthy statement.
the impact of covid-19 is risible	47	NoArgument	Santana canceled its upcoming European tour amid concerns over the spread of COVID-19 (coronavirus).
the impact of covid-19 is risible	48	NoArgument	The news was confirmed in an official statement shared through the band’s official website on Wednesday, citing the importance of taking “health and safety very seriously” in the midst of the COVID-19 outbreak.
the impact of covid-19 is risible	49	NoArgument	“Through our collaborative discussions and with input and guidance and the full support of our trusted partners, including the province of Saskatchewan and Saskatchewan Ministry of Health, it is with an incredibly heavy heart that we collectively confirm the cancellation of the 49th annual Juno Awards and Juno Week activities in Saskatoon due to concerns surrounding COVID-19,” the academy wrote.
the impact of covid-19 is risible	50	NoArgument	The company announced at the end of February that the conference is cancelled and will be replaced with livestreamed content.
the impact of covid-19 is risible	51	NoArgument	South by Southwest (SXSW) : The tech conference runs alongside the festival in Austin, Texas, was supposed to include programming on film, music, culture and technology.
the impact of covid-19 is risible	52	NoArgument	As of March 6, it was cancelled.
the impact of covid-19 is risible	53	NoArgument	Mobile World Congress : The annual trade show for the communications industry in Barcelona, Spain was cancelled on Feb. 12.
the impact of covid-19 is risible	54	NoArgument	Shopify Unite 2020 : The conference held in Toronto that was set for early May was cancelled.
the impact of covid-19 is risible	55	NoArgument	EmTech Asia : Technologies conference EmTech held in Singapore has been held until Aug. 4 to 5.
the impact of covid-19 is risible	56	NoArgument	We are very disappointed that we are unable to hold this event for our fans and supporters.
the impact of covid-19 is risible	57	NoArgument	But we know it’s the right decision based on the information we have today.
the impact of covid-19 is risible	58	NoArgument	Our team will be reaching out directly to exhibitors and attendees with information about providing full refunds.”.
the impact of covid-19 is risible	59	NoArgument	Google’s I/O developer event : The annual developer conference that’s usually hosted by Google in Mountain View, Calif., in May is cancelled, and guests can receive a refund.
the impact of covid-19 is risible	60	NoArgument	TED 2020 : The upcoming conference, originally scheduled for the end of April, was set to bring about 1,000 people to Vancouver.
the impact of covid-19 is risible	61	NoArgument	E3 : The annual Electronic Entertainment Expo (E3) was cancelled due to concerns over the spread of the coronavirus.
the impact of covid-19 is risible	62	NoArgument	The organizer, Entertainment Software Association (ESA), announced their decision on March 11 in a statement: “After careful consultation with our member companies regarding the health and safety of everyone in our industry—our fans, our employees, our exhibitors, and our longtime E3 partners—we have made the difficult decision to cancel E3 2020, scheduled for June 9-11 in Los Angeles.
the impact of covid-19 is risible	63	NoArgument	The nonprofit think tank on US foreign policy and international affairs, on East 68th Street, also has called off other in-person meetings in New York, Washington, DC, and around the country from March 3 to April 3, the news outlet reported.
the impact of covid-19 is risible	64	NoArgument	The rom com is not over — it’s just delayed.
the impact of covid-19 is risible	65	NoArgument	Issa Rae and Kumail Nanjiani’s rom-com-turned-caper was supposed to release in April, but Paramount Pictures is delaying its release until a time yet to be determined.
the impact of covid-19 is risible	66	NoArgument	Nanjiani has been one of the most active celebrities on Twitter calling for measures to protect people’s safety during the coronavirus outbreak.
the impact of covid-19 is risible	67	NoArgument	The latest entry in the Fast and Furious franchise will be delayed nearly a year in order to avoid a coronavirus box office slump.
the impact of covid-19 is risible	68	NoArgument	“Moving will allow our global family to experience our new chapter together,” Universal said in a statement, nodding at the series’ international appeal.
the impact of covid-19 is risible	69	NoArgument	Fast and Furious 9 has been teasing the return of a character who is long presumed deceased , so it’s likely that the move is also designed to stop spoilers.
the impact of covid-19 is risible	70	NoArgument	Like No Time to Die , Peter Rabbit 2 was supposed to release in the U.K. and then the United States.
the impact of covid-19 is risible	71	NoArgument	Both premieres will be delayed until the end of the summer when studios are hoping people will finally be able to venture to the movie theater again.
the impact of covid-19 is risible	72	NoArgument	These restrictions also being extended to schools and universities across the United States.
the impact of covid-19 is risible	73	NoArgument	As of last night, some 225 American colleges and universities are implementing emergency contingencies to move classes and tutoring online.
the impact of covid-19 is risible	74	NoArgument	Aside from schools and colleges, government and civic authorities around the world are also placing a limit on public gatherings.
the impact of covid-19 is risible	75	NoArgument	In France, nonessential “ mass gatherings ” of over 100 persons are being restricted.
the impact of covid-19 is risible	76	NoArgument	Similar measures are being enforced in Italy, considered the European epicentre of the coronavirus.
the impact of covid-19 is risible	77	NoArgument	Prohibited events will include public meetings, lectures, music concerts, awards shows, and sporting events.
the impact of covid-19 is risible	78	NoArgument	On Wednesday night in Switzerland, the French violinist Renaud Capuçon and the Lausanne Chamber Orchestra played a full concert — to an empty hall.
the impact of covid-19 is risible	79	NoArgument	Their performance, which was canceled after the Swiss government prohibited all gatherings of 1000 or more people, was broadcast by Swiss public television and radio.
the impact of covid-19 is risible	80	NoArgument	It’s just one of the ways that performers and organizations worldwide are grappling with the uncertainties of the coronavirus, and how to handle large gatherings of audiences in close quarters.
the impact of covid-19 is risible	81	NoArgument	The Western classical music industry is now heavily reliant upon East Asia, and specifically China , as crucial consumer markets.
the impact of covid-19 is risible	82	NoArgument	In recent weeks, the Boston Symphony Orchestra has cancelled a tour of Asia and Washington, D.C.’s National Symphony Orchestra has cancelled three concerts in China .
the impact of covid-19 is risible	83	NoArgument	New York’s famed Juilliard School, which is scheduled to open a satellite conservatory in Tianjin, China this autumn, announced at the end of January that it has suspended all in-person auditions and other admissions-related activities in China and Asia indefinitely.
the impact of covid-19 is risible	84	NoArgument	Travels bans are also creating a chilling effect for artists scheduled to appear.
the impact of covid-19 is risible	85	NoArgument	President Trump’s month-long travel ban from 26 European countries to the US will plunge the industry into further crisis, although the ban doesn’t include the UK.
the impact of covid-19 is risible	86	NoArgument	The uncertainty is killing everything.
the impact of covid-19 is risible	87	NoArgument	We simply don’t know how bad this is going to be,” says one live music promoter.
the impact of covid-19 is risible	88	NoArgument	A second industry executive with almost three decades’ experience says he has “never known such uncertainty in the live industry in all the years I’ve been working in it”.
the impact of covid-19 is risible	89	NoArgument	COVID-19: Spain Joins Italy in National Lockdown as Madrid Declares State of Emergency - 21st Century Wire.
the impact of covid-19 is risible	90	Argument_against	Spain has joined Italy as the second EU country to impose an unprecedented nationwide lockdown – in an attempt to slow down the spread of the deadly covid-19.
the impact of covid-19 is risible	91	NoArgument	Prime Minister Pedro Sanchez (pictured above) announced the move at a news conference on Saturday, and confirmed that passenger air travel is now restricted.
the impact of covid-19 is risible	92	NoArgument	According to reports, at least five Jet2 passenger airliners were forced to turn around in mid-flight and returned to the UK, following instructions from air traffic control on Saturday.
the impact of covid-19 is risible	93	NoArgument	Most inbound flights have already been canceled with other flights re-routed to the nearest feasible airport.
the impact of covid-19 is risible	94	Argument_against	As of this week, Spain has over 6,200 confirmed cases of Covid-19, with some 193 deaths attributed to the virus.
the impact of covid-19 is risible	95	NoArgument	PM Sanchez also placed new restrictions on public gatherings, and added that citizens are being instructed to stay home unless they are going to work, or they have to go out to acquire essentials like food and medicine.
the impact of covid-19 is risible	96	Argument_against	The virus has also impacted the highest levels of the government , as Podemos party leader, Pablo Iglesias, had to break quarantine to attend the emergency cabinet meeting after his wife tested positive for Covid-19.
the impact of covid-19 is risible	97	NoArgument	As a precautionary measure, PM Sanchez has announced the government will hold meetings via video conference – after fellow minister Irene Montero tested positive for the virus.
the impact of covid-19 is risible	98	NoArgument	Regional policy minister Carolina Darias also tested positive, along with Santiago Abascal, leader of righwing Vox party.
the impact of covid-19 is risible	99	NoArgument	National quarantine measures will go into effect on Monday, and will last for a period of 15 days, as part of the country’s civic emergency plan.
the impact of covid-19 is risible	100	NoArgument	Trump Suspends All U.S. Travel to UK and Ireland Amid Coronavirus Fears - 21st Century Wire.
the impact of covid-19 is risible	101	Argument_against	According to a White House announcement made this afternoon, the United Kingdom and Ireland will join the rest of European ban on traveling to the United States, as Washington doubles-down in its efforts to try and halt the spread of the deadly COVID-19 coronavirus outbreak.
the impact of covid-19 is risible	102	NoArgument	“The president has decided to suspend all travel from the UK and Ireland midnight, Monday night, Eastern Standard Time,” said Vice President Mike Pence at a White House press conference .
the impact of covid-19 is risible	103	NoArgument	According to Pence, the new extended US travel quarantine is set to begin at midnight EST on Monday (04:00 GMT Tuesday).
the impact of covid-19 is risible	104	NoArgument	Previously, President Trump had issued an exemption for the UK and Ireland from his 30-day ban on European travelers to and from the US, but as UK virus cases sharply increased this week, Washington was forced to reconsider its previous position.
the impact of covid-19 is risible	105	Argument_against	Thus far, some 1,140 people have tested positive for the COVID-19 in the UK, up from 800 reported cases on Thursday, along with approximately 100 cases in Ireland so far.
the impact of covid-19 is risible	106	NoArgument	There have been a total of 21 deaths in the UK, and 1 one in the Republic of Ireland.
the impact of covid-19 is risible	107	NoArgument	VP Pence added that all US citizens in those nations should “come home.”.
the impact of covid-19 is risible	108	NoArgument	Thus far, the US has recorded 2,488 infections, and some 51 deaths linked to the deadly strain.
the impact of covid-19 is risible	109	NoArgument	President Trump also told the press that he has been tested himself, and that he expected to receive the results of the test within 48 hours.
the impact of covid-19 is risible	110	NoArgument	Palestinian PM: We Need 37 million to Face Coronavirus | Asharq AL-awsat.
the impact of covid-19 is risible	111	Argument_against	Palestinian Prime Minister Mohammad Shtayyeh said Thursday that his government needs 37 million to confront the COVID-19 pandemic, including the provision of medicines and equipment and other assistance to the healthcare sector.
the impact of covid-19 is risible	112	Argument_against	During a video-conference meeting with the ambassadors, consuls and representatives of various countries to Palestine, the PM said that the total value of economic losses as a result of covid-19 are estimated at .8 billion in all Palestinian sectors.
the impact of covid-19 is risible	113	NoArgument	Government's estimates of the total losses in the Palestinian economy amount to .8 billion, and various sectors will be affected, he said, adding that the exact total of losses will be audited by a joint committee between the government and the World Bank.
the impact of covid-19 is risible	114	NoArgument	Shtayyeh also briefed the consuls and ambassadors on the emergency budget plan approved by President Mahmoud Abbas, aimed at keeping public spending at a bare minimum while maintaining assistance for needy families, supporting the healthcare sector, paying government employees' salaries and meeting the security needs.
the impact of covid-19 is risible	115	NoArgument	He said the budget deficit is expected to increase to .4 billion due to the decline in government revenues by more than 50%.
the impact of covid-19 is risible	116	Argument_for	The Prime Minister called on donors to support the Palestinian response plan to confront the covid-19 pandemic, and work to reallocate development and development funds to support the public budget and cover urgent health needs in Palestine.
the impact of covid-19 is risible	117	NoArgument	Last month, the Palestinian Monetary Authority has released the results of its Business Cycle Index (PMABCI) for March 2020, which revealed a notable decline in the overall index at -16.5 points, compared to -9.8 in the previous month, and around 2.9 points in the corresponding month of 2019.
the impact of covid-19 is risible	118	NoArgument	To face the current crisis, the Palestinian government received not more than 5 million, including a .8 million from the World Bank to fight the coronavirus outbreak.
the impact of covid-19 is risible	119	NoArgument	“Such numbers are shy,” economic expert Mohamad Khabisah told Asharq Al-Awsat.
the impact of covid-19 is risible	120	NoArgument	“The government needs at least 20 million every month to bridge the gap between revenues and expenditures.”.
the impact of covid-19 is risible	121	Argument_against	The World Health Organization (WHO) said on Saturday that it was looking into reports of some COVID-19 patients testing positive again after initially testing negative for the disease while being considered for discharge.
the impact of covid-19 is risible	122	Argument_against	South Korean officials on Friday reported 91 patients thought cleared of the new covid-19 had tested positive again.
the impact of covid-19 is risible	123	NoArgument	Jeong Eun-kyeong, director of the Korea Centers for Disease Control and Prevention, told a briefing that the virus may have been “reactivated” rather than the patients being re-infected.
the impact of covid-19 is risible	124	Argument_against	The Geneva-based WHO, asked about the report from Seoul, told Reuters in a brief statement: “We are aware of these reports of individuals who have tested negative for COVID-19 using PCR (polymerase chain reaction) testing and then after some days testing positive again.
the impact of covid-19 is risible	125	NoArgument	“We are closely liaising with our clinical experts and working hard to get more information on those individual cases.
the impact of covid-19 is risible	126	NoArgument	It is important to make sure that when samples are collected for testing on suspected patients, procedures are followed properly,” it said.
the impact of covid-19 is risible	127	NoArgument	According to the WHO’s guidelines on clinical management, a patient can be discharged from hospital after two consecutive negative results in a clinically recovered patient at least 24 hours apart, it added.
the impact of covid-19 is risible	128	Argument_against	Based on current studies, there is a period of about two weeks between the onset of symptoms and clinical recovery of patients with mild COVID-19 disease, the agency said.
the impact of covid-19 is risible	129	NoArgument	South Korean health officials said on Friday that it remains unclear what is behind the trend, with epidemiological investigations still under way.
the impact of covid-19 is risible	130	Argument_against	“As COVID-19 is a new disease, we need more epidemiological data to draw any conclusions of virus shedding profile,” the WHO said.
the impact of covid-19 is risible	131	Argument_against	The number of deaths linked to the novel covid-19 reached 100,000 on Friday, as reported cases passed 1.6 million, according to a Reuters tally.
the impact of covid-19 is risible	132	NoArgument	From 1865-1867, England experienced a deadly viral plague among its livestock, an epidemic that wiped out “myriads” of that nation’s cattle.
the impact of covid-19 is risible	133	NoArgument	The effects of this plague were felt in every household, rich and poor alike, as supplies of meat, cheese, milk and butter dried up.
the impact of covid-19 is risible	134	NoArgument	It consumed the nation’s wealth.
the impact of covid-19 is risible	135	NoArgument	Bishop J.C. Ryle said, it was “as if gold and silver were snatched from us and thrown into the sea.”
the impact of covid-19 is risible	136	NoArgument	There was, he says, a “curse of helplessness” upon the land.
the impact of covid-19 is risible	137	Argument_against	Ryle wrote a widely circulated pamphlet at the time , and I have adapted his thoughts for this column in connection with the covid-19 pandemic that is ravaging our economy, paralyzing us with fear, isolating us from our friends, and trapping us in our own homes.
the impact of covid-19 is risible	138	NoArgument	Although the virus cannot be taken lightly, it is likely that panic and hysteria will in the end do more damage to our economy than the virus itself.
the impact of covid-19 is risible	139	NoArgument	How should we as Christian men and women view this pandemic?
the impact of covid-19 is risible	140	NoArgument	Politicians, of course, must deal with the politics of it, and our medical professionals and scientists must grapple with theories of therapeutic relief and prevention.
the impact of covid-19 is risible	141	NoArgument	But as people of God, we must lift our gaze higher than theirs and seek to discern God’s purposes in all this.
the impact of covid-19 is risible	142	NoArgument	It’s first of all incumbent upon us to acknowledge that this pandemic comes from the hand of God.
the impact of covid-19 is risible	143	NoArgument	He is the one who has sent this plague upon us.
the impact of covid-19 is risible	144	NoArgument	As the magicians of Pharaoh said in the face of a global infestation of gnats, “This is the finger of God” (Exodus 8:19).
the impact of covid-19 is risible	145	NoArgument	If pagan occultists could figure it out, we should be able to figure it out too.
the impact of covid-19 is risible	146	NoArgument	He is sovereign over everything that happens in heaven or on earth.
the impact of covid-19 is risible	147	NoArgument	His wisdom, power, and purpose providentially direct everything that happens on earth.
the impact of covid-19 is risible	148	NoArgument	For us as believers not to accept this is theological folly.
the impact of covid-19 is risible	149	Argument_for	We must admit that the covid-19 is the finger of God.
the impact of covid-19 is risible	150	NoArgument	One major crisis or catastrophe after another recorded in Scripture is attributed to the control of God.
the impact of covid-19 is risible	151	NoArgument	God was the one who sent the flood on the world in the days of Noah (Genesis 6:17), the famine in the days of Joseph (Genesis 41:25), the plagues on the land of Egypt (Exodus 7:5, 9:3), the tumors on the Philistines after they had captured the ark (1 Samuel 5:7, 6:3), the pestilence that afflicted Israel in the days of David (2 Samuel 24:15), the famine in the days of Elisha (2 Kings 8:1), and the great wind and mighty tempest in the days of Jonah (Jonah 1:4).
the impact of covid-19 is risible	152	NoArgument	God, as Benjamin Franklin observed, “still governs in the affairs of men,” and uses natural disasters, wars, and disease as instruments of his divine will.
the impact of covid-19 is risible	153	NoArgument	“Does disaster come to a city, unless the Lord has done it?” (Amos 3:6).
the impact of covid-19 is risible	154	Argument_for	The covid-19 is the Lord’s doing.
the impact of covid-19 is risible	155	NoArgument	It may be nature run amok, that’s not all it is.
the impact of covid-19 is risible	156	NoArgument	It is, indeed, the finger of God.
the impact of covid-19 is risible	157	NoArgument	If God created the world, it is not absurd to imagine that he also governs it.
the impact of covid-19 is risible	158	NoArgument	If he formed it, it is not absurd to imagine that he also manages it.
the impact of covid-19 is risible	159	NoArgument	Just as a firm and loving father shows his highest love by correcting his children to protect them from themselves and their own folly, so God finds it necessary on occasion to discipline the creatures of his hand.
the impact of covid-19 is risible	160	NoArgument	Pain is his tool of discipline.
the impact of covid-19 is risible	161	NoArgument	He uses even evil things to accomplish his sovereign will.
the impact of covid-19 is risible	162	NoArgument	“Shall we receive good from God, and shall we not receive evil?” (Job 2:10).
the impact of covid-19 is risible	163	NoArgument	The Founders knew that men must stand before God as individuals on the day of judgment, to answer for what they have done in their earthly bodies.
the impact of covid-19 is risible	164	NoArgument	But nations are not like that.
the impact of covid-19 is risible	165	Argument_for	The covid-19 is the finger of God, the chastisement of God on a wayward, unruly, disobedient, and stubborn nation.
the impact of covid-19 is risible	166	NoArgument	It is his judgment on us for our national sins.
the impact of covid-19 is risible	167	NoArgument	Our national sins are many.
the impact of covid-19 is risible	168	NoArgument	Our first and preeminent national sin is abortion .
the impact of covid-19 is risible	169	NoArgument	The blood of 63 million slaughtered innocents stains our hands and cries out to God from the ground.
the impact of covid-19 is risible	170	NoArgument	What Thomas Jefferson said of slavery can today be rightly said of abortion.
the impact of covid-19 is risible	171	NoArgument	“I tremble for my country when I reflect that God is just, that his justice cannot sleep forever.”.
the impact of covid-19 is risible	172	NoArgument	Our second national sin is homosexuality.
the impact of covid-19 is risible	173	NoArgument	We have normalized, embraced, and given sanction to behavior which is an abomination in the eyes of God.
the impact of covid-19 is risible	174	NoArgument	Our third is covetousness , an insatiable and greedy lust for wealth that others have.
the impact of covid-19 is risible	175	NoArgument	We blindly pursue wealth as if it were the secret to happiness, and complain when our government does not give us more of other people’s money.
the impact of covid-19 is risible	176	NoArgument	“Let no one deceive you with empty words, for because of these things the wrath of God comes upon the sons of disobedience” (Ephesians 5:6).
the impact of covid-19 is risible	177	NoArgument	The fourth national sin is rampant sexual immorality.
the impact of covid-19 is risible	178	NoArgument	We are awash in sins of promiscuity, adultery, prostitution, and pornography.
the impact of covid-19 is risible	179	NoArgument	Our fifth national sin is substance abuse of alcohol and drugs, some of them even legal.
the impact of covid-19 is risible	180	NoArgument	We have obstinately persisted in defying God’s command “not to get drunk with wine, which is debauchery” (Ephesians 5:18).
the impact of covid-19 is risible	181	NoArgument	Zechariah says, “They made their hearts like flint lest they should hear the words of the Lord of hosts.
the impact of covid-19 is risible	182	NoArgument	Therefore great wrath came from the Lord of hosts” (Zechariah 7:12).
the impact of covid-19 is risible	183	NoArgument	Our seventh national sin is forsaking God himself.
the impact of covid-19 is risible	184	NoArgument	We have abandoned the God who created us and sustains us and gave us this rich and bountiful land.
the impact of covid-19 is risible	185	NoArgument	“You have forsaken me, declares the Lord, you keep going backward, so I have stretched out my hand against you and destroyed you” (Jeremiah 15:6).
the impact of covid-19 is risible	186	NoArgument	So what are we to do?
the impact of covid-19 is risible	187	NoArgument	We should humble ourselves under the mighty hand of God and acknowledge that we are a proud and arrogant nation which is blind to our many faults.
the impact of covid-19 is risible	188	NoArgument	A nation’s sins consist of the sins of many individuals.
the impact of covid-19 is risible	189	NoArgument	If each of us mends our ways, if we sweep in front of our own door, we can do our part to reduce the weight of sin our nation bears before God.
the impact of covid-19 is risible	190	NoArgument	And while our politicians, scientists, and medical professionals work to stamp out this contagion, we can and should cry out to God with one heart and one voice to remove this judgment from our land.
the impact of covid-19 is risible	191	NoArgument	The men of Ninevah humbled themselves, confessed their sins, and cried out to God.
the impact of covid-19 is risible	192	NoArgument	He heard and forgave.
the impact of covid-19 is risible	193	NoArgument	“Call upon me,” the Lord says, “in the time of trouble, and I will deliver you” (Psalm 50:15).
the impact of covid-19 is risible	194	NoArgument	“ Almighty God, who orders all things in Heaven and earth, and in whose hand is the life of man and beast, have mercy on us miserable sinners, who are now visited with great sickness and mortality.
the impact of covid-19 is risible	195	NoArgument	We have nothing to say for ourselves.
the impact of covid-19 is risible	196	NoArgument	We humbly confess that we deserve Your chastisement because of our many national sins.
the impact of covid-19 is risible	197	NoArgument	But spare us, Lord, according to Your abundant mercy.
the impact of covid-19 is risible	198	NoArgument	We beg you not to deal with us according to our sins.
the impact of covid-19 is risible	199	NoArgument	Withdraw this grievous plague from us, and restore health to our bodies and our nation.
the impact of covid-19 is risible	200	NoArgument	Above all, stir us all to true repentance, and increase true worship in the land.
the impact of covid-19 is risible	201	NoArgument	We ask all this in the name and through the mediation of Jesus Christ our Lord, to whom, with You and the Holy Spirit, be all honor and glory.
the impact of covid-19 is risible	202	Argument_against	COVID-19 Outbreak Is The Trojan Horse To Increase Smartphone Surveillance - Activist Post.
the impact of covid-19 is risible	203	Argument_against	The covid-19 outbreak is proving to be the Trojan horse that justifies increased digital surveillance via our smartphones.
the impact of covid-19 is risible	204	NoArgument	All over the world, starting with China – the suspected origin of the COVID-19 outbreak – governments are increasing surveillance of citizens using their smartphones.
the impact of covid-19 is risible	205	NoArgument	The trend is taking off like wildfire; in China citizens now require a smartphone application’s permission to travel around the country and internationally.
the impact of covid-19 is risible	206	NoArgument	The application is AliPay by Ant Financial, the finance affiliate controlled by Alibaba Group Holding Ltd. co-founder Jack Ma, and Tencent Holdings Ltd.’s WeChat.
the impact of covid-19 is risible	207	NoArgument	Citizens now require a green health code to travel, Yahoo News reported.
the impact of covid-19 is risible	208	NoArgument	China isn’t the only country looking towards smartphones to monitor their citizens; Israel and Poland have also implemented their own spying to monitor those suspected or confirmed to be infected with the COVID-19 virus.
the impact of covid-19 is risible	209	NoArgument	Israel has gone the more extreme route, and has now given itself authority to surveil any citizen without a court warrant.
the impact of covid-19 is risible	210	NoArgument	Poland on the other hand is requiring those diagnosed with COVID-19 ordered to self-isolate to send authorities a selfie using an app.
the impact of covid-19 is risible	211	NoArgument	Which, if Poles don’t respond back in 20 minutes with a smiling face, they risk a visit from police, Dailymail reported.
the impact of covid-19 is risible	212	NoArgument	Singapore has asked citizens to download an app which uses Bluetooth to track whether they’ve been near anyone diagnosed with the virus ; and Taiwan, although not using a smartphone, has introduced “electronic fences” which alert police if suspected patients leave their homes.
the impact of covid-19 is risible	213	NoArgument	Meanwhile, here in the U.S. as reported by the Washington Post , smartphones are being used by a variety of companies to “anonymously” collect user data and track if social distancing orders are being adhered to.
the impact of covid-19 is risible	214	NoArgument	Beyond that, the mobile phone industry is discussing how to monitor the spread of COVID-19.
the impact of covid-19 is risible	215	NoArgument	If that’s not enough, as this author reported for The Mind Unleashed , the government wants to work with big social tech giants like Google, Facebook, and others, to track the spread of COVID-19.
